idiom,id,source,prompt_comp_ind,similarity_ind,frequent_target_ind,hard_to_guess
swim with the tide,8057afa2b73279f0064b,MAGPIE,False,False,True,True
carry a torch for,7fa1b149852aad7e8fc1,MAGPIE,False,False,False,True
could eat a horse,507a6d8f14deb3e8042b,MAGPIE,False,False,True,True
roll with the punches,9ddcc83c5437af02cd0a,MAGPIE,False,False,True,True
fire in the belly,a9bbbf96f9ef8e590d43,MAGPIE,False,False,True,True
beard the lion in his den,64bf757b1f6f16c54c2e,MAGPIE,False,False,True,True
no peace for the wicked,402b38f7df77e025549e,MAGPIE,False,False,True,True
lock the stable door after the horse has bolted,6b3d94433c765a116fba,MAGPIE,False,False,True,True
let someone down gently,296cd6194d7f46307e22,MAGPIE,False,False,True,True
something nasty in the woodshed,469a61aff636886aa323,MAGPIE,False,False,True,True
see which way the cat jumps,7df043fd44ef9a74cc39,MAGPIE,False,False,True,True
blow your own trumpet,99b761eee2fbe9a0a411,MAGPIE,False,False,True,True
from stem to stern,ba2a24bd983617ecdb04,MAGPIE,False,False,True,True
have someone by the short and curlies,d30adaf766c07f52cb6f,MAGPIE,False,False,True,True
keep your eye on the ball,1ddb3e4a4fad40807839,LIdiom,False,False,True,True
knock someone's block off,e2639e7ad541a0a9d679,MAGPIE,False,False,False,True
quiet as a mouse,1dd4fb49eba4e35ba140,MAGPIE,False,False,True,True
spread yourself too thin,aaa436131d86a9822131,MAGPIE,False,False,False,True
practise what you preach,3f376b69595247248292,MAGPIE,False,False,True,True
ring off the hook,05f4ddc76be5277ef83b,MAGPIE,False,False,True,True
a blessing in disguise,c45721580eff7493fc7e,EPIC,False,False,True,True
beat around the bush,279be6b1b69464d7675a,LIdiom,False,False,True,True
call it a day,4e2dc2865919c303f726,ep_as_part_of_a_sentence,False,False,False,True
cut somebody some slack,9e9fb4e5b87f0e0dcc76,ep_as_part_of_a_sentence,False,False,True,True
get out of hand,1cc6c3204bd3b8245895,ep_as_part_of_a_sentence,False,False,True,True
get something out of your system,d80261d64187cf0f9fc2,ep_as_part_of_a_sentence,False,False,False,True
that's the last straw,a87ac8b07ae0c8424bc0,ep_by_itself,False,False,True,True
time flies when you're having fun,0bd79fe6aadad4cfb7f8,ep_by_itself,True,False,True,False
wrap your head around something,ce21d6a9e4e8d8ca3223,ep_as_part_of_a_sentence,False,False,False,True
you can say that again,d46833a7753471e114c0,ep_by_itself,False,False,False,True
put something on ice,ff060ea17cece2700d3d,ep_as_part_of_a_sentence,False,False,True,True
rain on someone's parade,849d197bf06b41103f85,ep_as_part_of_a_sentence,False,False,True,True
a stitch in time saves nine,699b46b76fe043660362,ep_by_itself,False,False,False,True
as right as rain,a094be8bca3197f36067,ep_as_part_of_a_sentence,False,False,True,True
bolt from the blue,3ae47277f0c9169d0995,EPIC,False,False,True,True
fortune favours the bold,9a94ea230fa248290f6b,ep_by_itself,False,False,True,True
get a second wind,d1b68c754e9c59c25925,ep_as_part_of_a_sentence,False,False,True,True
get wind of something,b953c6c781ff0a00b149,ep_as_part_of_a_sentence,False,False,False,True
go down in flames,143d3f3983c7d0c4b328,ep_as_part_of_a_sentence,False,False,True,True
he's not playing with a full deck,81f84c0041b560e1c5e9,ep_by_itself,False,False,True,True
he's sitting on the fence,1ad44a0b0fea2e9e8d80,ep_by_itself,False,False,True,True
it is a poor workman who blames his tools,0319af384e69dc5c0956,ep_by_itself,False,False,True,True
like riding a bicycle,904793fb016dde454d0e,ep_as_part_of_a_sentence,False,False,True,True
out of the frying pan and into the fire,5293bbd39a73def2567c,ep_by_itself,False,False,False,True
run like the wind,3114e61c9a41632b42cb,ep_as_part_of_a_sentence,False,False,True,True
well begun is half done,234701228c6cad38d622,ep_by_itself,True,False,False,False
bright as a button,aea2f76ae8d29467094d,EPIC,False,False,True,True
pain in the neck,0c4717b63ff4eb1187b7,EPIC,False,False,True,True
salt of the earth,3ea835837f815e458b63,EPIC,False,False,True,True
in the best of health,27744b3d0ad3f01f3c55,EPIC,False,False,True,True
in the eyes of the law,d5c9ca3236ae9a9ce45d,EPIC,False,False,True,True
to a fine art,14d2b361b81a9e72895f,EPIC,False,False,True,True
man in the street,e85e91279a39a4f95655,EPIC,False,False,True,True
money for old rope,d31025fa5e8b7525fbd4,EPIC,False,False,True,True
white as a sheet,564f4969deb2e22dddd0,EPIC,False,False,True,True
cream of the crop,e9a2d7d78f7a19678b0d,EPIC,False,False,True,True
a whole new ball game,36d1710d41c237fd0d72,EPIC,True,False,True,False
an act of war,6142c3f4df5925d585a8,EPIC,False,False,True,True
an arm and a leg,b1a82aa8b1e099d8e1c9,EPIC,True,False,True,False
an eye for an eye,9c0788e2a30ed5f129b1,EPIC,True,True,True,False
as poor as a church mouse,f36cc4349965bae69fca,EPIC,False,False,True,True
cock and bull story,ca6b4bc392357de72ec4,EPIC,False,False,True,True
icing on the cake,0cca489a96271b65f9c3,EPIC,False,False,True,True
a load of cobblers,69a0c720c30fb8b524d8,EPIC,False,False,True,True
a shot in the dark,10c54f3393cde022edb3,EPIC,False,False,True,True
first come first served,cb12d86e31f30d46bfe5,EPIC,False,False,True,True
hold on a second,959033c7d18fa04c225e,EPIC,False,False,False,True
son of a gun,2949f615bd791e615701,EPIC,False,False,True,True
put salt on his tail,e4acf0a4bf0502817067,LIdiom,False,False,True,True
one card shy of a full deck,2334255cfe358a3ec42e,LIdiom,False,False,True,True
be in seventh heaven,104e23aea33ccede6fb4,LIdiom,False,False,True,True
pull someone's bacon out of the fire,5a4c486603ffc8ec12d1,LIdiom,False,False,False,True
butterflies in my stomach,17393f74fdfb555cef7f,LIdiom,False,False,True,True
look like a million dollars,4365c696fdfd6ed01df6,LIdiom,True,False,True,False
be happy when a person leaves,0421dc9a24d66dc28293,LIdiom,False,False,True,True
up a creek without a paddle,84ad608879020c047d49,LIdiom,False,False,True,True
you can bet your life on that,8f3cfc98fdc90ec40fcc,LIdiom,False,False,False,True
red in the face,b23059d518713894d32b,LIdiom,False,False,True,True
hold your tongue back,8e6bcd9c2914285c1f6c,LIdiom,False,False,False,True
land on one's feet,9da1bc9460c531267feb,LIdiom,False,False,True,True
the forbidden fruit is the sweetest,c3771be18af0e9a1a632,LIdiom,False,False,True,True
cut to the chase,7d39dd1a7afc164e1e9e,LIdiom,False,False,True,True
talk the hind legs off a donkey,c8c00600d020afea9f39,LIdiom,False,False,True,True
"east or west, home is best",784eb36c3eb581638a00,LIdiom,False,False,False,True
don't wash your dirty laundry in public,3e6e64e1c0ed2d5ed3a3,LIdiom,False,False,True,True
arm and a leg,f541b4b9217ea97cc909,LIdiom,False,False,True,True
"made your bed, now lie",260ace6c7361d8835f48,LIdiom,False,False,True,True
old chicken makes good soup,92fc3bde57733a7129bc,LIdiom,False,False,True,True
tip of the iceberg,a30a20e94e2b0c5a6390,LIdiom,False,False,True,True
cat got your tongue,8369899e9795f690fd20,LIdiom,False,False,True,True
neither a borrower or a lender be,779be26b86317dc4da7d,LIdiom,False,False,False,True
while there is life there is hope,8f1c5cf3bdfcdae8e80b,LIdiom,False,False,True,True
bet your bottom dollar,7f23a47b98bd47b654d5,LIdiom,False,False,True,True
dumb as a post,8158a8f6b4cc793eb39b,LIdiom,False,False,True,True
all sizzle and no steak,6dfc22d426f6a92694d1,LIdiom,False,False,True,True
all the way to egery and back,edcf8b59886a4ab25de4,LIdiom,False,False,False,True
not a spark of decency,da69fb79706343a5e53a,LIdiom,False,False,True,True
a skeleton in the closet,cde5466837125990ec70,LIdiom,False,False,True,True
lose sleep over it,e7b4097972df8a12163c,LIdiom,False,False,False,True
penny for your thoughts,7077eeeebf2ee14d7f6d,LIdiom,False,False,True,True
picture paints a thousand words,b6edfa913ed5a3728def,LIdiom,False,False,False,True
method to my madness,4b8b95f11d6efd660fbb,LIdiom,False,False,True,True
a voice crying in the wilderness,9da9d43b78ec6feb746d,LIdiom,False,False,True,True
cast in the same mould,8f62205fa58eff25bd86,LIdiom,False,False,True,True
as old as the hills,50704ef4661ba7a07b59,LIdiom,False,False,True,True
roll up one's sleeves,4302a2200b182757df39,LIdiom,False,False,True,True
company in distress makes sorrow less,4673a154bc26b23495a6,LIdiom,False,False,False,True
your belly button is bigger than your stomach,d6e438eb874b85635138,LIdiom,False,False,True,True
no flying from fate,777bc78a647e843c486e,LIdiom,False,False,True,True
speak off the cuff,dfa8921d0511a67b88ba,LIdiom,False,False,True,True
a friend in need,df6d8f905d7cef4c5ad8,LIdiom,False,False,False,True
a cold day in hell,8a890dbf2e38a48c2e39,LIdiom,False,False,True,True
it doesn't hurt to ask,d7e3f5d478de483b2558,LIdiom,False,False,False,True
whale of a time,b62b315afec0fd0e79ae,LIdiom,False,False,False,True
elvis has left the building,e2f272621880216d7bcc,LIdiom,False,False,True,True
